c9,c9,i2,r4
Orestis,Polychroniou,2012,4.5
Jaimin,Chhabria,1902,2.54
Dhaval,Singh,2012,1.87
Jaimin,Chhabria,1989,2.77
Harpreet,Singh,1992,4.5
Orestis,Biliris,1901,1.87
Jaimin,Chhabria,1965,3.54
Orestis,Ranganathan,1901,2.54
Harpreet,Parekh,1990,2.77
Jaimin,Lamping,1992,1.78
Sandeep,Biliris,1901,2.54
Sandeep,Thirunarayanan,1990,2.77
Jaimin,Biliris,1901,3.54
Vipul,Singh,1965,4.5
Harpreet,Biliris,1902,1.76
Andrew,Polychroniou,1901,1.76
Harpreet,Ranganathan,2012,1.76
Sandeep,Biliris,1901,3.54
Andrew,Parekh,1990,1.78
Andrew,Thirunarayanan,1992,1.78
Andrew,Ranganathan,1965,1.76
Kanna,Polychroniou,1992,3.54
Kanna,Singh,2000,1.78
Andrew,Parekh,2000,3.54
Vipul,Polychroniou,1989,1.78
Ashish,Singh,1990,1.67
Kanna,Biliris,1902,3.54
Alex,Shah,2000,3.54
Alex,Biliris,1989,4.5
Kanna,Chhabria,2000,2.54
Sandeep,Polychroniou,2012,1.76
Harpreet,Chhabria,2012,2.77
Vipul,Shah,1901,1.67
Orestis,Thirunarayanan,2012,2.54
Ashish,Chhabria,1902,1.87
Ashish,Parekh,1992,1.87
Jaimin,Singh,1965,1.76
Orestis,Parekh,2000,1.67
Vipul,Thirunarayanan,1902,1.76
Dhaval,Thirunarayanan,1902,1.87
Andrew,Singh,1901,1.76
Jaimin,Thirunarayanan,1901,2.77
Harpreet,Singh,1965,2.21
Harpreet,Singh,2000,2.21
Alex,Chhabria,2000,1.67
Kanna,Polychroniou,1965,1.87
Alex,Ranganathan,1992,1.67
Kanna,Polychroniou,1989,3.54
Harpreet,Thirunarayanan,2012,2.21
Dhaval,Chhabria,1901,2.77
Kanna,Thirunarayanan,1995,1.76
Orestis,Singh,1901,1.78
Dhaval,Biliris,1995,1.78
Sandeep,Biliris,1990,1.67
Dhaval,Singh,2000,1.76
Vipul,Ranganathan,1995,1.78
Sandeep,Chhabria,1992,1.67
Sandeep,Lamping,1992,1.76
Dhaval,Polychroniou,1989,2.77
Orestis,Lamping,2012,1.76
Sandeep,Biliris,1989,4.5
Sandeep,Shah,2000,1.87
Alex,Biliris,1901,1.78
Sandeep,Singh,1902,4.5
Jaimin,Chhabria,1995,2.21
Jaimin,Lamping,1992,3.54
Ashish,Thirunarayanan,1989,2.54
Alex,Singh,1989,1.78
Jaimin,Parekh,1902,4.5
Andrew,Chhabria,1965,1.67
Vipul,Singh,1989,2.21
Andrew,Thirunarayanan,1990,1.78
Vipul,Ranganathan,1995,2.54
Jaimin,Singh,1901,1.78
Kanna,Chhabria,1901,2.77
Jaimin,Ranganathan,2012,1.67
Vipul,Thirunarayanan,1901,1.78
Vipul,Biliris,1902,1.76
Sandeep,Parekh,1989,1.87
Sandeep,Thirunarayanan,2000,1.76
Jaimin,Parekh,1995,1.78
Orestis,Singh,1901,1.78
Orestis,Lamping,1965,1.67
Kanna,Ranganathan,1965,1.78
Sandeep,Biliris,1901,3.54
Ashish,Biliris,2000,4.5
Kanna,Singh,2000,2.21
Ashish,Biliris,1965,1.76
Sandeep,Polychroniou,1990,1.87
Andrew,Biliris,1990,4.5
Harpreet,Thirunarayanan,2000,1.76
Kanna,Singh,1989,1.76
Ashish,Singh,2012,2.21
Sandeep,Polychroniou,1995,1.78
Orestis,Parekh,2012,2.54
Jaimin,Biliris,2000,1.78
Harpreet,Biliris,1965,2.21
Andrew,Singh,2012,2.54
Alex,Singh,1965,1.67
Ashish,Parekh,1901,1.78
Sandeep,Ranganathan,1992,1.87
Jaimin,Lamping,2000,2.77
Alex,Shah,1965,2.54
Vipul,Chhabria,2000,1.87
Andrew,Shah,1992,4.5
Orestis,Lamping,1901,1.76
Andrew,Thirunarayanan,1995,1.67
Vipul,Biliris,1901,2.54
Kanna,Shah,1902,4.5
Alex,Shah,1992,1.67
Jaimin,Thirunarayanan,2000,1.67
Andrew,Lamping,1902,1.78
Dhaval,Biliris,1992,3.54
Vipul,Biliris,2000,1.78
Harpreet,Biliris,1901,1.67
Orestis,Polychroniou,1902,2.21
Kanna,Singh,2012,1.78
Ashish,Ranganathan,1995,2.21
Sandeep,Parekh,1992,2.77
Sandeep,Polychroniou,2012,2.54
Sandeep,Chhabria,1902,2.54
Kanna,Biliris,1902,1.76
Alex,Thirunarayanan,1965,1.87
Alex,Shah,2012,2.21
Alex,Lamping,2012,2.77
Dhaval,Lamping,1995,1.67
Andrew,Singh,1990,2.77
Jaimin,Shah,1995,1.87
Dhaval,Polychroniou,2000,4.5
Andrew,Singh,1901,2.77
Dhaval,Chhabria,1989,2.21
Alex,Singh,1965,2.21
Jaimin,Lamping,1901,1.76
Ashish,Polychroniou,1989,2.54
Harpreet,Lamping,1965,4.5
Orestis,Parekh,1902,1.78
Alex,Chhabria,2000,3.54
Alex,Shah,1965,2.77
Harpreet,Polychroniou,2012,1.78
Andrew,Ranganathan,1902,1.78
Kanna,Chhabria,1990,1.87
Orestis,Thirunarayanan,1989,1.78
Alex,Singh,1902,1.67
Sandeep,Lamping,1989,2.54
Jaimin,Chhabria,1995,1.78
Ashish,Shah,1989,2.21
Dhaval,Lamping,1989,2.54
Harpreet,Thirunarayanan,1995,2.77
Sandeep,Ranganathan,1995,1.76
Andrew,Shah,1901,1.87
Ashish,Singh,1995,1.76
Vipul,Biliris,2012,1.67
Alex,Polychroniou,1901,2.21
Dhaval,Parekh,2012,3.54
Vipul,Ranganathan,1901,2.77
Andrew,Shah,1992,4.5
Jaimin,Chhabria,1995,1.67
Dhaval,Chhabria,1989,1.67
Sandeep,Chhabria,1989,2.54
Dhaval,Thirunarayanan,1990,2.54
Ashish,Chhabria,1902,2.21
Ashish,Shah,1965,3.54
Alex,Singh,1992,2.21
Vipul,Lamping,1989,3.54
Sandeep,Singh,2012,2.77
Harpreet,Parekh,1989,2.21
Alex,Lamping,1990,2.21
Vipul,Biliris,2000,1.78
Sandeep,Singh,1992,4.5
Ashish,Singh,1901,4.5
Kanna,Ranganathan,1965,1.67
Ashish,Chhabria,2000,2.54
Dhaval,Shah,2000,1.76
Harpreet,Shah,1901,1.87
Vipul,Polychroniou,2000,4.5
Vipul,Shah,1965,1.87
Ashish,Thirunarayanan,1989,1.78
Sandeep,Parekh,1901,2.54
Jaimin,Ranganathan,1901,1.78
Jaimin,Ranganathan,2012,3.54
Orestis,Biliris,2012,3.54
Orestis,Shah,1995,2.21
Kanna,Ranganathan,1995,1.87
Dhaval,Chhabria,1902,1.78
Dhaval,Parekh,1995,3.54
Sandeep,Singh,1965,4.5
Andrew,Singh,2012,2.77
Andrew,Chhabria,2000,2.77
Ashish,Polychroniou,1992,4.5
Sandeep,Parekh,1965,1.87
Alex,Thirunarayanan,2000,4.5
Dhaval,Parekh,1995,2.54
Dhaval,Chhabria,1989,2.77
Dhaval,Chhabria,1989,1.76
Dhaval,Biliris,1992,4.5
Harpreet,Ranganathan,1995,2.77
Kanna,Thirunarayanan,1990,3.54
Sandeep,Singh,1902,2.77
Jaimin,Ranganathan,1902,2.21
Sandeep,Lamping,1965,3.54
Sandeep,Ranganathan,1901,1.67
Vipul,Singh,2000,1.67
Ashish,Singh,1901,1.67
Kanna,Chhabria,1902,2.21
Ashish,Polychroniou,1992,1.87
Harpreet,Singh,1989,2.54
Andrew,Thirunarayanan,1995,1.67
Orestis,Thirunarayanan,1992,1.87
Jaimin,Parekh,2000,1.78
Alex,Polychroniou,2012,1.67
Ashish,Shah,1990,1.67
Jaimin,Parekh,1901,1.78
Sandeep,Thirunarayanan,1992,2.54
Orestis,Thirunarayanan,1901,2.54
Ashish,Lamping,2000,2.21
Dhaval,Lamping,1989,1.76
Dhaval,Lamping,1989,3.54
Kanna,Shah,1989,2.54
Harpreet,Thirunarayanan,1992,1.67
Jaimin,Thirunarayanan,1901,2.77
Harpreet,Parekh,2012,1.78
Andrew,Biliris,1989,1.87
Sandeep,Thirunarayanan,1989,4.5
Andrew,Chhabria,1992,1.87
Harpreet,Thirunarayanan,1901,3.54
Jaimin,Ranganathan,1992,1.87
Harpreet,Thirunarayanan,2000,3.54
Sandeep,Lamping,1992,2.54
Harpreet,Thirunarayanan,1901,2.21
Harpreet,Polychroniou,1989,4.5
Sandeep,Chhabria,1989,1.78
Andrew,Singh,1965,4.5
Jaimin,Biliris,1901,2.21
Orestis,Thirunarayanan,1989,3.54
Andrew,Biliris,2000,2.21
Kanna,Thirunarayanan,1992,3.54
Andrew,Singh,1901,2.21
Vipul,Thirunarayanan,1902,3.54
Jaimin,Biliris,1901,1.78
Sandeep,Singh,2012,3.54
Vipul,Singh,1902,1.87
Kanna,Lamping,1992,2.54
Dhaval,Polychroniou,2000,2.54
Ashish,Singh,1901,1.87
Dhaval,Thirunarayanan,1989,3.54
Harpreet,Thirunarayanan,1995,2.21
Dhaval,Polychroniou,1989,1.78
Andrew,Lamping,2012,4.5
Vipul,Lamping,1990,2.21
Orestis,Singh,1989,3.54
Dhaval,Singh,2000,1.87
Ashish,Singh,1992,1.76
Vipul,Lamping,1901,1.76
Orestis,Ranganathan,1901,4.5
Sandeep,Chhabria,2012,2.54
Andrew,Lamping,1990,1.87
Dhaval,Shah,1965,4.5
Orestis,Singh,1990,1.87
Ashish,Shah,1992,1.67
Kanna,Singh,1992,4.5
Vipul,Polychroniou,1902,1.76
Harpreet,Ranganathan,1965,1.67
Kanna,Chhabria,1902,1.67
Sandeep,Polychroniou,1995,1.78
Orestis,Singh,1965,3.54
Alex,Polychroniou,1992,4.5
Orestis,Polychroniou,2000,2.77
Sandeep,Parekh,1995,1.76
Andrew,Thirunarayanan,1901,1.76
Vipul,Singh,1901,1.67
Orestis,Thirunarayanan,2000,2.54
Harpreet,Lamping,1992,4.5
Orestis,Shah,1965,1.76
Dhaval,Singh,2012,1.87
Vipul,Biliris,1902,1.78
Kanna,Singh,1902,2.77
Jaimin,Thirunarayanan,1901,3.54
Vipul,Singh,2000,4.5
Orestis,Biliris,2000,1.67
Orestis,Thirunarayanan,2000,1.67
Orestis,Ranganathan,2012,3.54
Dhaval,Biliris,1965,2.21
Ashish,Shah,2000,1.76
Vipul,Thirunarayanan,1995,4.5
Vipul,Polychroniou,1901,1.78
Jaimin,Biliris,1965,1.76
Ashish,Lamping,1995,1.87
Jaimin,Ranganathan,1990,2.21
Kanna,Singh,1965,2.77
Vipul,Biliris,1989,1.76
Dhaval,Parekh,1901,1.78
Ashish,Ranganathan,1992,2.54
Harpreet,Biliris,1989,2.77
Kanna,Singh,1902,1.76
Sandeep,Singh,1992,4.5
Jaimin,Ranganathan,1990,2.77
Dhaval,Biliris,1990,2.54
Orestis,Lamping,2012,4.5
Harpreet,Singh,1990,1.87
Vipul,Lamping,2000,1.87
Alex,Chhabria,1995,1.76
Vipul,Singh,1989,1.87
Vipul,Shah,1965,2.77
Kanna,Shah,2012,2.77
Alex,Chhabria,1990,1.78
Harpreet,Thirunarayanan,1989,1.67
Sandeep,Singh,1902,1.76
Ashish,Singh,1902,2.21
Kanna,Thirunarayanan,1995,1.76
Andrew,Thirunarayanan,1901,2.21
Alex,Thirunarayanan,1902,2.54
Orestis,Singh,1990,1.76
Andrew,Biliris,1990,1.78
Harpreet,Chhabria,2000,1.78
Andrew,Singh,1995,2.21
Sandeep,Parekh,1990,2.54
Ashish,Thirunarayanan,1992,2.21
Andrew,Shah,1989,2.54
Sandeep,Ranganathan,1902,1.87
Harpreet,Parekh,2012,2.21
Andrew,Shah,2012,1.67
Sandeep,Chhabria,2012,4.5
Andrew,Chhabria,2012,4.5
Harpreet,Biliris,1965,4.5
Sandeep,Shah,1990,2.54
Jaimin,Singh,1989,2.54
Alex,Ranganathan,1901,1.87
Vipul,Thirunarayanan,1989,3.54
Andrew,Biliris,1995,2.54
Kanna,Biliris,1990,2.21
Harpreet,Shah,1995,2.77
Kanna,Polychroniou,1901,2.77
Kanna,Polychroniou,2012,2.77
Jaimin,Lamping,2000,2.21
Vipul,Parekh,1901,2.54
Kanna,Singh,1965,1.76
Sandeep,Polychroniou,1965,1.78
Orestis,Thirunarayanan,1992,1.87
Alex,Lamping,1990,2.54
Kanna,Ranganathan,1989,1.78
Harpreet,Chhabria,1990,2.54
Kanna,Shah,1990,4.5
Kanna,Parekh,1901,1.67
Ashish,Biliris,1995,2.54
Andrew,Singh,1902,3.54
Sandeep,Chhabria,1901,2.21
Ashish,Shah,2012,3.54
Andrew,Singh,1901,2.77
Sandeep,Biliris,1990,4.5
Harpreet,Biliris,1965,1.87
Kanna,Singh,1989,1.87
Jaimin,Polychroniou,1990,2.54
Alex,Parekh,2000,1.76
Harpreet,Lamping,1992,1.87
Sandeep,Singh,1989,2.54
Alex,Parekh,1901,4.5
Dhaval,Polychroniou,2012,1.67
Harpreet,Polychroniou,2012,1.76
Vipul,Ranganathan,1901,1.67
Sandeep,Biliris,1989,1.87
Dhaval,Parekh,1990,3.54
Harpreet,Biliris,1965,1.87
Andrew,Polychroniou,2012,2.54
Kanna,Chhabria,1901,2.77
Vipul,Lamping,1992,4.5
Dhaval,Parekh,2000,1.87
Andrew,Parekh,1902,1.87
Ashish,Chhabria,1989,4.5
Sandeep,Polychroniou,1989,2.54
Jaimin,Parekh,1965,1.67
Vipul,Biliris,1989,1.87
Harpreet,Parekh,2000,1.78
Ashish,Polychroniou,1902,1.78
Andrew,Polychroniou,1902,1.78
Jaimin,Lamping,1901,2.21
Harpreet,Lamping,1990,1.76
Sandeep,Shah,1990,1.87
Vipul,Thirunarayanan,1965,3.54
Orestis,Biliris,1901,2.77
Harpreet,Shah,2012,1.87
Sandeep,Parekh,1990,1.76
Alex,Singh,1992,1.87
Andrew,Singh,2000,1.67
Sandeep,Polychroniou,1995,1.67
Ashish,Shah,1989,2.77
Alex,Shah,1990,4.5
Harpreet,Shah,1989,2.77
Alex,Lamping,1965,3.54
Vipul,Singh,1902,1.67
Jaimin,Shah,1989,2.54
Kanna,Singh,1901,1.87
Andrew,Polychroniou,1965,4.5
Dhaval,Ranganathan,1990,1.87
Alex,Thirunarayanan,1965,1.87
Dhaval,Polychroniou,1990,3.54
Andrew,Singh,1902,2.54
Vipul,Ranganathan,1902,2.21
Orestis,Thirunarayanan,1901,1.87
Dhaval,Singh,2012,1.78
Orestis,Ranganathan,1989,3.54
Harpreet,Biliris,1995,2.54
Orestis,Ranganathan,1901,1.87
Sandeep,Biliris,1902,1.67
Ashish,Shah,2000,2.54
Harpreet,Singh,2012,2.77
Andrew,Thirunarayanan,1992,2.77
Kanna,Chhabria,1990,2.54
Jaimin,Parekh,1990,1.78
Orestis,Parekh,1995,2.21
Harpreet,Polychroniou,1992,2.77
Sandeep,Thirunarayanan,1989,1.78
Kanna,Polychroniou,1965,2.21
Alex,Singh,1995,1.76
Vipul,Thirunarayanan,2000,1.87
Alex,Shah,1901,4.5
Vipul,Parekh,1989,1.87
Harpreet,Singh,1995,2.77
Dhaval,Ranganathan,1901,2.77
Dhaval,Polychroniou,1990,2.21
Harpreet,Biliris,1901,1.76
Orestis,Singh,2000,2.54
Kanna,Biliris,1902,4.5
Alex,Singh,2000,1.67
Kanna,Singh,1990,2.77
Harpreet,Lamping,1995,2.77
Dhaval,Polychroniou,1990,1.78
Sandeep,Thirunarayanan,1992,1.67
Jaimin,Chhabria,2000,1.67
Sandeep,Singh,1901,1.67
Alex,Singh,1990,3.54
Ashish,Shah,1989,2.21
Vipul,Chhabria,1902,1.76
Jaimin,Thirunarayanan,2012,3.54
Kanna,Parekh,2000,1.67
Harpreet,Ranganathan,1902,2.54
Andrew,Biliris,1902,3.54
Orestis,Chhabria,2000,1.76
Sandeep,Lamping,1995,4.5
Orestis,Ranganathan,2012,1.67
Andrew,Thirunarayanan,1902,4.5
Harpreet,Biliris,1902,4.5
Orestis,Parekh,1965,1.67
Dhaval,Shah,1901,4.5
Orestis,Lamping,1901,4.5
Jaimin,Biliris,1902,3.54
Harpreet,Chhabria,2000,1.67
Dhaval,Thirunarayanan,1901,4.5
Orestis,Parekh,1965,1.67
Ashish,Lamping,1995,1.67
Harpreet,Polychroniou,1989,1.76
Vipul,Parekh,1989,2.77
Dhaval,Singh,1992,2.77
Kanna,Shah,2000,3.54
Ashish,Singh,1902,2.54
Orestis,Singh,1965,4.5
Dhaval,Ranganathan,1989,2.77
Vipul,Parekh,2000,1.87
Sandeep,Parekh,1995,1.78
Alex,Lamping,2000,1.78
Vipul,Biliris,1990,4.5
Vipul,Parekh,1902,2.21
Alex,Biliris,1995,1.78
Ashish,Polychroniou,1990,1.87
Andrew,Singh,2000,4.5
Ashish,Ranganathan,1989,2.77
Kanna,Ranganathan,1995,1.67
Harpreet,Parekh,1992,1.76
Orestis,Thirunarayanan,1989,2.21
Ashish,Singh,2000,4.5
Orestis,Shah,1902,2.21
Andrew,Lamping,1901,1.67
Kanna,Singh,1992,1.78
Vipul,Singh,2000,2.77
Kanna,Chhabria,2012,2.54
Dhaval,Thirunarayanan,2012,1.67
Orestis,Shah,1901,2.77
Vipul,Singh,1901,3.54
Jaimin,Ranganathan,1995,3.54
Orestis,Lamping,2012,2.54
Harpreet,Biliris,1965,2.77
Sandeep,Polychroniou,1990,2.54
Vipul,Lamping,1995,1.87
Harpreet,Thirunarayanan,1995,2.77
Alex,Singh,1965,1.87
Orestis,Shah,1902,1.78
Sandeep,Thirunarayanan,1901,4.5
Alex,Singh,2000,1.87
Kanna,Parekh,2012,1.76
Orestis,Parekh,1901,2.54
Kanna,Singh,1901,1.67
Andrew,Parekh,2000,4.5
Dhaval,Polychroniou,1995,1.76
Andrew,Chhabria,1989,4.5
Vipul,Ranganathan,1902,4.5
Kanna,Lamping,2012,1.76
Dhaval,Singh,2000,3.54
Kanna,Ranganathan,1902,2.21
Vipul,Parekh,1989,2.77
Sandeep,Singh,1992,1.67
Ashish,Ranganathan,1989,2.54
Jaimin,Polychroniou,1989,2.21
Orestis,Shah,2000,2.77
Alex,Biliris,1995,2.54
Sandeep,Parekh,1989,2.54
Vipul,Thirunarayanan,2012,2.21
Vipul,Singh,2012,2.77
Vipul,Thirunarayanan,1995,1.76
Dhaval,Ranganathan,2000,1.78
Kanna,Lamping,1902,2.77
Dhaval,Parekh,1901,1.87
Harpreet,Lamping,2012,1.67
Alex,Shah,1989,1.87
Jaimin,Shah,1992,1.87
Kanna,Biliris,1902,2.54
Orestis,Shah,1995,1.78
Sandeep,Singh,1989,2.77
Ashish,Singh,1992,2.77
Sandeep,Biliris,1992,4.5
Kanna,Polychroniou,1989,1.78
Harpreet,Thirunarayanan,1901,2.21
Sandeep,Chhabria,1990,2.21
Sandeep,Chhabria,2012,1.78
Andrew,Chhabria,1989,1.78
Vipul,Chhabria,2012,3.54
Ashish,Shah,1901,1.76
Ashish,Singh,1989,3.54
Sandeep,Singh,1965,2.77
Jaimin,Shah,1901,1.76
Vipul,Shah,1992,1.87
Ashish,Singh,1992,1.76
Alex,Lamping,1989,1.87
Sandeep,Thirunarayanan,1902,1.76
Ashish,Parekh,1901,3.54
Dhaval,Singh,2000,2.54
Sandeep,Singh,1901,1.78
Harpreet,Thirunarayanan,2012,3.54
Vipul,Singh,2012,1.78
Alex,Shah,1901,4.5
Harpreet,Ranganathan,1965,4.5
Sandeep,Singh,2000,1.87
Ashish,Biliris,1901,2.54
Alex,Singh,1902,2.54
Kanna,Shah,2000,1.76
Kanna,Shah,1990,3.54
Sandeep,Lamping,1989,1.87
Kanna,Chhabria,1902,4.5
Alex,Singh,1992,2.54
Orestis,Polychroniou,1901,1.87
Sandeep,Polychroniou,1992,2.21
Orestis,Parekh,2000,1.78
Alex,Lamping,1995,1.87
Sandeep,Shah,1992,1.76
Ashish,Shah,2000,2.77
Dhaval,Polychroniou,1995,1.76
Jaimin,Polychroniou,1992,1.67
Vipul,Parekh,1989,4.5
Dhaval,Parekh,1902,2.21
Harpreet,Singh,1990,4.5
Alex,Chhabria,1902,2.77
Dhaval,Lamping,1902,1.87
Sandeep,Singh,1989,4.5
Andrew,Ranganathan,2012,1.76
Andrew,Thirunarayanan,1989,1.67
Kanna,Ranganathan,1965,2.77
Kanna,Parekh,1992,1.87
Kanna,Polychroniou,2000,4.5
Ashish,Shah,1990,3.54
Jaimin,Chhabria,1901,1.76
Andrew,Chhabria,1965,2.21
Jaimin,Polychroniou,2000,1.76
Harpreet,Biliris,2012,2.77
Dhaval,Polychroniou,2012,1.78
Harpreet,Shah,1901,1.78
Alex,Polychroniou,1901,2.77
Andrew,Parekh,1992,2.21
Ashish,Parekh,2012,2.77
Harpreet,Lamping,1990,2.77
Dhaval,Ranganathan,1989,1.67
Harpreet,Polychroniou,1901,2.21
Orestis,Polychroniou,1901,1.87
Jaimin,Lamping,2012,2.54
Vipul,Lamping,1995,2.54
Dhaval,Parekh,1901,3.54
Jaimin,Ranganathan,1989,1.67
Kanna,Singh,1965,2.54
Dhaval,Chhabria,2000,1.87
Kanna,Polychroniou,1901,1.87
Ashish,Lamping,1965,4.5
Vipul,Shah,1902,1.67
Harpreet,Singh,2012,3.54
Andrew,Shah,1995,3.54
Jaimin,Parekh,1989,4.5
Dhaval,Singh,1995,1.76
Ashish,Shah,2000,2.21
Ashish,Polychroniou,1901,2.21
Ashish,Chhabria,1990,1.78
Vipul,Singh,1990,4.5
Orestis,Lamping,2012,2.77
Kanna,Polychroniou,2012,1.87
Andrew,Thirunarayanan,1902,1.78
Alex,Singh,2000,3.54
Andrew,Shah,1989,1.76
Ashish,Singh,2000,1.87
Harpreet,Parekh,1901,3.54
Sandeep,Parekh,2012,1.76
Andrew,Singh,1989,1.76
Andrew,Thirunarayanan,1901,3.54
Orestis,Thirunarayanan,1901,2.77
Ashish,Parekh,1901,3.54
Alex,Parekh,1902,4.5
Orestis,Shah,1901,1.67
Alex,Biliris,1902,3.54
Ashish,Chhabria,2012,4.5
Andrew,Ranganathan,1901,1.78
Vipul,Singh,1990,1.76
Alex,Lamping,2012,1.76
Andrew,Chhabria,1990,3.54
Harpreet,Biliris,1990,2.21
Ashish,Chhabria,1901,2.54
Dhaval,Thirunarayanan,1990,2.77
Alex,Singh,1992,1.87
Vipul,Lamping,1965,1.78
Orestis,Lamping,2012,3.54
Jaimin,Thirunarayanan,1902,2.77
Dhaval,Thirunarayanan,1965,4.5
Dhaval,Parekh,2000,1.76
Orestis,Ranganathan,1995,1.76
Harpreet,Singh,1965,1.78
Andrew,Lamping,1992,1.76
Andrew,Chhabria,1901,4.5
Orestis,Chhabria,1989,2.54
Sandeep,Polychroniou,2000,1.87
Orestis,Ranganathan,1965,2.21
Ashish,Thirunarayanan,1995,1.76
Alex,Biliris,1965,1.76
Dhaval,Chhabria,1990,3.54
Dhaval,Singh,1989,1.76
Jaimin,Ranganathan,2000,1.87
Ashish,Parekh,1902,4.5
Ashish,Polychroniou,1992,1.76
Kanna,Singh,1989,2.21
Dhaval,Chhabria,1965,2.54
Jaimin,Singh,1995,1.67
Ashish,Polychroniou,2000,1.67
Andrew,Biliris,2012,3.54
Alex,Ranganathan,1965,2.77
Harpreet,Shah,2000,2.77
Kanna,Shah,1992,1.76
Sandeep,Chhabria,1995,2.77
Sandeep,Shah,2000,4.5
Harpreet,Shah,1989,2.21
Dhaval,Polychroniou,1902,2.77
Kanna,Ranganathan,1989,1.78
Dhaval,Polychroniou,1990,2.54
Ashish,Singh,2000,2.21
Harpreet,Biliris,1992,1.87
Jaimin,Singh,1989,2.77
Alex,Biliris,1990,1.67
Jaimin,Polychroniou,1990,3.54
Andrew,Thirunarayanan,2000,1.87
Andrew,Thirunarayanan,1989,3.54
Harpreet,Parekh,1902,1.78
Dhaval,Shah,1995,2.21
Andrew,Thirunarayanan,1989,1.67
Alex,Singh,2000,4.5
Harpreet,Singh,1990,1.76
Jaimin,Ranganathan,2012,2.54
Andrew,Polychroniou,1902,2.77
Kanna,Polychroniou,2012,1.67
Harpreet,Polychroniou,1990,2.54
Ashish,Polychroniou,2000,2.21
Ashish,Singh,1965,3.54
Jaimin,Singh,1992,2.54
Harpreet,Singh,1989,1.76
Vipul,Chhabria,1989,2.54
Dhaval,Singh,1990,3.54
Jaimin,Lamping,1995,1.76
Dhaval,Singh,1990,1.76
Kanna,Ranganathan,2000,3.54
Vipul,Biliris,1995,4.5
Ashish,Chhabria,2012,1.78
Harpreet,Ranganathan,1965,1.87
Kanna,Thirunarayanan,1901,1.76
Dhaval,Singh,1965,4.5
Orestis,Singh,1901,1.78
Sandeep,Parekh,1995,2.21
Kanna,Chhabria,1992,1.78
Sandeep,Singh,1990,1.76
Ashish,Singh,1902,1.67
Kanna,Thirunarayanan,1990,1.87
Alex,Polychroniou,1990,3.54
Alex,Shah,2012,2.54
Andrew,Polychroniou,1902,2.54
Orestis,Ranganathan,1990,1.78
Orestis,Shah,1965,2.54
Alex,Chhabria,1901,2.77
Harpreet,Shah,2012,3.54
Alex,Lamping,2012,1.67
Orestis,Singh,2012,2.54
Orestis,Parekh,2000,2.21
Andrew,Parekh,1901,2.21
Vipul,Thirunarayanan,1902,2.21
Kanna,Singh,1902,3.54
Jaimin,Biliris,1992,1.87
Alex,Parekh,2000,1.78
Vipul,Shah,1902,4.5
Andrew,Singh,1965,1.67
Harpreet,Biliris,2012,1.78
Jaimin,Thirunarayanan,1902,1.87
Dhaval,Polychroniou,1995,2.54
Vipul,Thirunarayanan,2012,1.87
Harpreet,Biliris,1902,1.76
Ashish,Shah,1965,1.76
Harpreet,Parekh,1990,1.76
Andrew,Singh,1990,1.87
Kanna,Parekh,1992,2.77
Vipul,Ranganathan,1992,1.78
Vipul,Lamping,1965,2.21
Harpreet,Singh,2012,4.5
Alex,Singh,1989,2.21
Orestis,Chhabria,1901,2.77
Jaimin,Parekh,1990,1.76
Dhaval,Ranganathan,2012,1.76
Orestis,Polychroniou,2012,2.54
Kanna,Singh,1992,4.5
Kanna,Singh,1989,1.67
Dhaval,Shah,1965,3.54
Orestis,Lamping,1992,1.78
Vipul,Biliris,1990,2.21
Kanna,Thirunarayanan,1965,2.77
Kanna,Parekh,1902,1.67
Jaimin,Lamping,1989,1.78
Dhaval,Thirunarayanan,1901,1.87
Alex,Biliris,1990,1.67
Orestis,Shah,1901,1.76
Harpreet,Thirunarayanan,1901,2.21
Orestis,Singh,1901,2.77
Alex,Ranganathan,1990,1.78
Harpreet,Lamping,1902,1.78
Harpreet,Biliris,2000,2.77
Orestis,Biliris,1990,2.77
Dhaval,Parekh,1992,2.54
Harpreet,Thirunarayanan,1992,3.54
Alex,Ranganathan,1902,3.54
Harpreet,Singh,1990,1.67
Andrew,Singh,1989,1.76
Sandeep,Shah,1965,2.21
Ashish,Ranganathan,1965,1.76
Ashish,Thirunarayanan,2012,1.78
Ashish,Parekh,1965,4.5
Kanna,Chhabria,1902,2.77
Harpreet,Chhabria,1902,4.5
Jaimin,Parekh,2012,2.21
Kanna,Lamping,1990,4.5
Sandeep,Chhabria,2000,2.54
Alex,Biliris,2012,2.77
Kanna,Chhabria,1990,1.87
Harpreet,Lamping,1901,2.21
Orestis,Singh,2012,1.78
Andrew,Singh,1995,1.78
Kanna,Singh,2012,3.54
Alex,Lamping,1902,1.67
Jaimin,Chhabria,1989,2.54
Harpreet,Shah,2000,4.5
Vipul,Ranganathan,2000,1.78
Vipul,Parekh,1902,1.78
Orestis,Shah,1992,1.78
Jaimin,Parekh,1901,1.87
Alex,Polychroniou,1965,2.21
Ashish,Singh,1902,2.21
Sandeep,Parekh,2012,1.67
Harpreet,Thirunarayanan,1989,2.21
Sandeep,Ranganathan,1989,2.54
Alex,Chhabria,1901,2.77
Ashish,Shah,1995,1.67
Alex,Thirunarayanan,1992,4.5
Kanna,Parekh,2000,3.54
Jaimin,Biliris,2000,1.76
